hours_per_week_sports,hours_per_week_clubs,hours_per_week_volunteering,academic_stress_level,social_interaction_level,physical_activity_level,sleep_quality_score,diet_quality_score,internet_usage_hours,self_esteem_score,mental_health_condition
-0.33794487042324306,-2.9274747944067587,-1.4883176857780938,-3.707475241335539,-0.4973020293180086,-2.5453349515035306,3.339181610495034,4.803284191789116,0.8490390028533797,1.2872819399531692,Severe
-0.004242330969030652,1.2870416596715426,-1.4850414436193298,-0.6890279185820765,1.212194635239911,-0.7517775359159509,0.5494179145793948,0.5762286145750302,-2.440971922012551,0.8552753000618186,Healthy
-2.7482451000301538,-1.6682483722900134,1.453637668854814,0.4375594133481904,-5.2541637580093905,-3.722889413645966,2.4689134065218474,0.7207677950561029,-0.37490888573228087,0.14920955782129885,Severe
-0.7977717113085607,-6.460915919258907,0.5619034957731802,-3.898191874512751,-1.0441633932314902,-0.27506610789967767,0.4966489546265116,2.6184315827528373,3.7846191694504796,0.6079556568768676,Severe
1.5375571371959904,-2.791800267353236,3.607042220547349,1.72969018167692,0.9313340757640609,-2.0395167388272974,-1.7615664162451603,-1.9698276411527629,0.09800949638225598,0.25534928836785475,At Risk
-0.31828790831595766,-0.4273065974002342,-0.6094879328229448,-0.8945932416187536,-1.6235093948373716,-2.356060537737804,-0.3584434292244072,-2.9115935942987172,-1.429544397324931,-2.0081186640649493,Moderate
5.069234249524266,-0.8473369025112364,-0.4238763310906195,-2.4043253033028074,2.805307203694949,1.8316427924766767,1.817970392927499,1.1955291923526872,4.01818144411158,0.5186738861643413,Healthy
2.7934994001522795,-1.69524570089137,1.9311078346008803,-4.579458286248373,0.5848734785637042,0.8213033289172573,2.2208753644848693,-4.520200292088605,0.6880146634132536,-0.43584921084795725,Moderate
2.788749491930708,0.14878538193279045,-2.1560231251453104,-1.4407563111351103,3.4639362764422064,-1.156209288101992,1.0191412489110772,2.4511362106558514,-1.5398523306122305,2.6054976641667533,Healthy
-1.5106658434582292,0.5661132060046796,-0.7522389246875768,-0.2725023227281842,-0.04938056716163253,-1.2524776890611833,1.5390392839965494,2.663330560550661,-2.1216817044352867,1.818278140524972,Healthy
3.3950319224570245,-3.105047073618826,2.047703597808396,1.1134499693475044,-1.526899102352586,-2.6708995753212688,0.41127331754931995,-1.5441740238036201,1.4423188131636757,2.0240245197450175,At Risk
-3.737112001225855,1.1490940666950908,-0.88743545931771,-0.5253487475559395,-1.6412391149978731,-0.9263609480749214,1.77187524635665,2.204028048928509,-2.9502014083031023,1.2772441618625918,Healthy
-1.0776778243390999,0.8610310042038157,0.6932130525213056,0.4414022868972818,-1.1631514427188943,0.7999445805947021,1.1210380818715806,0.598418697798798,0.3648056327704299,0.1974360626436067,At Risk
-0.308649631956246,-4.537989993383257,2.7582323394321757,-0.8636247277969007,-2.4139713614468397,-0.5833982903883552,0.47258158783255166,-1.7284932298745073,-0.6547686343661216,4.902175932229483,At Risk
-0.24736980663175767,-2.3989117720457847,5.294010407834125,0.9995592751076582,-1.503902979338995,-1.507505923294196,-0.08888179959559595,-4.607280860114564,-2.1903010700078718,2.154665043946475,At Risk
-2.474869075572616,-5.6994110131243,1.4635027241527576,-2.3104297149828277,-3.0894855955704297,-2.8593501948909648,1.4243446008107707,2.781521060242146,1.9942810615428501,0.3303331407371719,Severe
2.3375659051641993,-0.4651062302684232,-0.3826728568216664,-2.5286306391748967,1.5603844897511188,-1.7354972893120355,3.048130289219151,1.4665906517394318,-0.7676506240203282,1.6964079902683755,Healthy
3.6674782538372237,-2.187039490701447,1.456726576527579,-0.5202446453325051,-1.3871969695839186,-1.4734514703171964,1.6627974775665564,-1.8332517851409473,1.9308057409828683,1.340169788173092,At Risk
-0.3675665988406578,6.622203926741743,1.0054076859304748,1.045675008686822,-0.8323654529775941,-0.8788362847038259,3.8035308870443836,-2.9361623415875826,-4.644224168201844,-0.9448515563576096,Moderate
1.1465743976982556,0.8476115685502837,1.1505524705138888,-0.6998660443647815,-0.9457828020973311,-0.3458588144935797,2.908402743627171,-0.6486177832325938,0.013689558415014957,0.6898164554698374,Moderate
2.6835648147991815,3.400519408441353,1.6428100448232652,2.747297436431297,-0.5145066672870989,-1.1415726154109394,2.063792039146843,-1.4481175245264066,0.08181408751537256,-0.8516178196803956,At Risk
-1.2345027541620428,-3.6862408269355083,0.2698810683197159,-1.4516713340206362,-2.4364761451674513,-1.036014463543644,1.0501155065310936,2.360274310369853,2.2848488753563907,0.7804582624061676,Severe
3.885737487722951,-2.7825595443685107,4.523705683881602,2.3301595740805454,1.4203629139656475,-4.025752219106636,-1.8038995735036538,-4.708924778693322,-1.5791110431132278,0.9053115984175135,At Risk
0.8162811960463223,-6.486631552387859,1.2855284137245933,-4.335468142043265,-0.27856516151863553,-1.357448919066796,-1.288338330231558,-3.3834108132746725,0.8913667011388386,-0.071343426104018,Moderate
-6.837089715703853,-2.25555010672219,2.068603139175795,-1.3562414706198065,-2.9398700511993203,-4.199468722548955,1.805649446506116,2.8676076987012085,-2.731618626675594,-1.5837163590926704,Moderate
-2.8960843941485956,5.547025000084019,1.922264488196359,1.5169621788574892,-1.9134892548989848,-0.026504214041596974,2.4393533000501524,-2.8482162890171554,-3.9441997896038083,-1.8763175946946058,Moderate
0.39862670544991785,-2.488152383908681,2.269328808848157,0.39199055532807536,-1.5420578597745365,-2.91083472589194,1.230869494542427,0.4926497951671327,0.7173526308323996,0.4684772740681842,Severe
-0.6244201978615442,0.8691831032012588,1.4547819377513174,0.30338800322134096,-1.5594429405619141,-5.827939033681895,4.287847943987419,1.9357634060295366,-2.9928851337332043,0.04307730887819594,Severe
-4.884307350252558,-2.8733784272996368,3.674407754194183,-2.4837788763187962,-1.993741626059456,-0.7258293807685441,0.6705556369093725,-1.189414607325998,-0.7003553616527277,-2.2226776424341557,Moderate
